title,year,definition_number,definition,louvain_cluster_convex response,louvain_cluster_convex payoff,louvain_cluster_positive convexity,louvain_cluster_volatility convexity,louvain_cluster_asymmetric response,louvain_cluster_asymmetric gains under stress,louvain_cluster_more upside than downside from shocks,louvain_cluster_spectrum detection via asymmetry,louvain_cluster_upside gain vs degradation,louvain_cluster_performance imbalance under adversity,louvain_cluster_protective robustness,louvain_cluster_withstand,louvain_cluster_protective resilience,louvain_cluster_recovery,louvain_cluster_manage,louvain_cluster_copes,louvain_cluster_iterative learning,louvain_cluster_learn growth,louvain_cluster_learn better,louvain_cluster_internal growth,louvain_cluster_internal better,louvain_cluster_knowledge growth,louvain_cluster_knowledge better,louvain_cluster_adaptive restructuring,louvain_cluster_adapt improve,louvain_cluster_adapt grow,louvain_cluster_flexible improve,louvain_cluster_flexible grow,louvain_cluster_regenerate improve,louvain_cluster_regenerate grow,louvain_cluster_benefit disruption,louvain_cluster_benefit random,louvain_cluster_benefit volatility,louvain_cluster_benefit stress,louvain_cluster_benefit adversity,louvain_cluster_benefit variability,louvain_cluster_benefit crisis,louvain_cluster_benefit disorder,louvain_cluster_benefit shock,louvain_cluster_benefit uncertainty,louvain_cluster_benefit perturbation,louvain_cluster_improve disruption,louvain_cluster_improve random,louvain_cluster_improve volatility,louvain_cluster_improve stress,louvain_cluster_improve adversity,louvain_cluster_improve variability,louvain_cluster_improve crisis,louvain_cluster_improve disorder,louvain_cluster_improve shock,louvain_cluster_improve uncertainty,louvain_cluster_improve perturbation,louvain_cluster_opportunity disruption,louvain_cluster_opportunity random,louvain_cluster_opportunity volatility,louvain_cluster_opportunity stress,louvain_cluster_opportunity adversity,louvain_cluster_opportunity variability,louvain_cluster_opportunity crisis,louvain_cluster_opportunity disorder,louvain_cluster_opportunity shock,louvain_cluster_opportunity uncertainty,louvain_cluster_opportunity perturbation,louvain_cluster_growth disruption,louvain_cluster_growth random,louvain_cluster_growth volatility,louvain_cluster_growth stress,louvain_cluster_growth adversity,louvain_cluster_growth variability,louvain_cluster_growth crisis,louvain_cluster_growth disorder,louvain_cluster_growth shock,louvain_cluster_growth uncertainty,louvain_cluster_growth perturbation,louvain_cluster_profiting disruption,louvain_cluster_profiting random,louvain_cluster_profiting volatility,louvain_cluster_profiting stress,louvain_cluster_profiting adversity,louvain_cluster_profiting variability,louvain_cluster_profiting crisis,louvain_cluster_profiting disorder,louvain_cluster_profiting shock,louvain_cluster_profiting uncertainty,louvain_cluster_profiting perturbation,louvain_cluster_gains disruption,louvain_cluster_gains random,louvain_cluster_gains volatility,louvain_cluster_gains stress,louvain_cluster_gains adversity,louvain_cluster_gains variability,louvain_cluster_gains crisis,louvain_cluster_gains disorder,louvain_cluster_gains shock,louvain_cluster_gains uncertainty,louvain_cluster_gains perturbation,louvain_cluster_thrive disruption,louvain_cluster_thrive random,louvain_cluster_thrive volatility,louvain_cluster_thrive stress,louvain_cluster_thrive adversity,louvain_cluster_thrive variability,louvain_cluster_thrive crisis,louvain_cluster_thrive disorder,louvain_cluster_thrive shock,louvain_cluster_thrive uncertainty,louvain_cluster_thrive perturbation,louvain_cluster_capitalize disruption,louvain_cluster_capitalize random,louvain_cluster_capitalize volatility,louvain_cluster_capitalize stress,louvain_cluster_capitalize adversity,louvain_cluster_capitalize variability,louvain_cluster_capitalize crisis,louvain_cluster_capitalize disorder,louvain_cluster_capitalize shock,louvain_cluster_capitalize uncertainty,louvain_cluster_capitalize perturbation,louvain_cluster_flourish disruption,louvain_cluster_flourish random,louvain_cluster_flourish volatility,louvain_cluster_flourish stress,louvain_cluster_flourish adversity,louvain_cluster_flourish variability,louvain_cluster_flourish crisis,louvain_cluster_flourish disorder,louvain_cluster_flourish shock,louvain_cluster_flourish uncertainty,louvain_cluster_flourish perturbation,louvain_cluster_get better disruption,louvain_cluster_get better random,louvain_cluster_get better volatility,louvain_cluster_get better stress,louvain_cluster_get better adversity,louvain_cluster_get better variability,louvain_cluster_get better crisis,louvain_cluster_get better disorder,louvain_cluster_get better shock,louvain_cluster_get better uncertainty,louvain_cluster_get better perturbation,louvain_cluster_stronger disruption,louvain_cluster_stronger random,louvain_cluster_stronger volatility,louvain_cluster_stronger stress,louvain_cluster_stronger adversity,louvain_cluster_stronger variability,louvain_cluster_stronger crisis,louvain_cluster_stronger disorder,louvain_cluster_stronger shock,louvain_cluster_stronger uncertainty,louvain_cluster_stronger perturbation,louvain_cluster_adapt,louvain_cluster_flexible,louvain_cluster_regenerate,louvain_cluster_more resilient,louvain_cluster_more robust,louvain_cluster_survive,louvain_cluster_increases in resilience,match_convexity,score_convexity,match_asymmetry,score_asymmetry,match_protective_robustness,score_protective_robustness,match_iterative_learning,score_iterative_learning,match_adaptive_restructuring,score_adaptive_restructuring,match_growth_through_disorder,score_growth_through_disorder,match_adaptability-oriented,score_adaptability-oriented,match_resilience-oriented,score_resilience-oriented
Approaches for resilience and antifragility in collaborative business ecosystems,2020,3.0,"“According to Taleb (2012), the idea behind antifragility is to survive (even thrive) in the age of complexity and volatility when dealing with unknown randomness and disruptions.” (Taleb, 2012; Russo & Ciancarini, 2017; Hespanhol, 2017)",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
Approaches for resilience and antifragility in collaborative business ecosystems,2020,4.0,"“Antifragility and fragility are degrees on a spectrum, and we can almost always detect antifragility (and fragility) using a simple test of asymmetry: anything that has more upside than downside (convex) from random events (or certain shocks) is antifragile. Anything that acts reversely is fragile.” (Russo & Ciancarini, 2017)",1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0
Approaches for resilience and antifragility in collaborative business ecosystems,2020,5.0,"“While a robust or resilient system resists failure and remains the same or recovers from failure, an antifragile system benefits from shocks, getting better.” (Lichtman et al., 2016; Hespanhol, 2017)",1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,False,0,True,1,True,2,False,0,False,0,False,0,False,0,True,1
On the meaning and operationalization of antifragility: Comment on the paper by GroÎ²ler,2020,,“Antifragility refers to systems which gain from volatility and disorder and show an improvement in performance when subjected to large and seemingly implausible changes in parameters.”,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,True,1,False,0,False,0,False,0,False,0,False,0,False,0
Antifragility Predicts the Robustness and Evolvability of Biological Networks through Multi-Class Classification with a Convolutional Neural Network,2020,,“Antifragility can be defined as the ability of a system to improve its functionality in the presence of external perturbations.”,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
Black-Swan Type Catastrophes and Antifragility/Supra-resilience of Urban Socio-Technical Infrastructures,2020,1.0,“Antifragility … demonstrates itself as the ability of a system to become stronger (up to an unknown point) after experiencing a stressor.”,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,False,0,False,0,True,1,False,0,False,0,True,1,False,0,True,1
Black-Swan Type Catastrophes and Antifragility/Supra-resilience of Urban Socio-Technical Infrastructures,2020,2.0,“Antifragility is principally more than resilience or robustness.”,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,False,0,False,0,True,2,False,0,False,0,True,1,False,0,True,2
A Philosophy of Security Architecture Design,2020,,"“There may exist vulnerabilities and there may be exposure, but steps will be taken to mitigate weaknesses. Upon experiencing adversities, a host of measures will be taken to strengthen the system. One will learn from the incident, and improve on the system in as many ways as are practical.”",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,False,0,True,2,False,0,False,0,True,4,False,0,False,0
Supraresilience of bio-socio-technical infrastructures,2020,,“Antifragility … did not exist as a notion before Nicholas Taleb introduced it in 2012 as an antonym to fragility and demonstrates itself as the ability of a system to become stronger (up to an unknown point) after experiencing a stressor.”,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
Designing decentralized knowledge management systems to effectuate individual and collective generative capacities,2020,,“The term ‘Antifragility’ defines the property or capacity of systems (beyond robustness and resilience) to potentially benefit or even thrive when exposed to these change or disorder effects.”,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,True,1
PANDEMIC PLANNING AND RESPONSE AND THE CASE FOR ANTI-FRAGILITY,2020,,No definition,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
A collaborative approach to resilient and antifragile business ecosystems,2019,,No definition,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
"Fragile, Robust and Antifragile Services",2018,,"“Antifragility is a property of systems that increase in capability as a result of stressors, shocks, volatility, noise, mistakes, faults, attacks, or failures. According to N.N. Taleb (2013): ‘Antifragility is beyond resilience or robustness. The resilient resists shocks and stays the same; the antifragile gets better.’”",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,False,0,False,0,True,2,False,0,False,0,False,0,False,0,True,1
Emergence of Antifragility by Optimum Postdisruption Restoration Planning of Infrastructure Networks,2017,,"“A system is antifragile if its performance improves as the result of exposure to stressors, shocks, or disruptions.”",1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,False,0,True,1,True,1,False,0,False,0,True,3,False,0,True,1
Storytelling as a strategy in managing complex systems: using antifragility for handling an uncertain future in reliability,2017,,"“Antifragility refers to when [a system] benefits from this variability.” (Taleb, 2012; Taleb & Douady, 2013)",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
"A Right-Brained Approach to Critical Infrastructure Protection Theory in support of Strategy and Education: Deterrence, Networks, Resilience, and â€œAntifragilityâ€",2017,,"“‘Antifragility’ essentially describes systems that actually benefit from disorder, rather than suffer.”",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,False,0,False,0,False,0,False,0,False,0,True,4,False,0,False,0
Corporate real estate black swan strategies: Beyond probability and resilience,2016,1.0,"“Antifragility… regenerates itself continuously by using, rather than suffering from, random events, unpredictable shocks, and volatility.”",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
Corporate real estate black swan strategies: Beyond probability and resilience,2016,2.0,“The resilient resists Black Swans and remains the same but the antifragile knowledge gets better and better.”,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0,True,2
Corporate real estate black swan strategies: Beyond probability and resilience,2016,3.0,"“Antifragility is defined as a convex response to a source of harm and so can lead to a positive response to an increase in volatility, as opposed to fragility which suffers from the variability of its environment beyond a certain pre-set threshold.”",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0
Building antifragility in service organisations: going beyond resilience,2014,1.0,"The implications of antifragility go beyond resilience or robustness. A resilient system resists stress and remains the same; while an antifragile system improves.” (Jaaron & Backhouse, 2014; citing Taleb, 2012)",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,False,0,False,0,True,2,False,0,False,0,True,1,False,0,True,2
Building antifragility in service organisations: going beyond resilience,2014,2.0,"“To maintain organisational growth in a turbulent environment, organisations must build highly effective learning systems to innovate and develop from threats and stressors. This has been termed by Taleb (2012s) as ‘antifragility.’” the capacity to learn from stressors in order to flourish.”",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,False,0,False,0,False,0,True,1,False,0,False,0,False,0,False,0
